1.000000000000000000e+00,4.401610589120721784e+01,3.172636032104492188e-03
2.000000000000000000e+00,2.028380358441395970e+01,1.682519912719726562e-03
3.000000000000000000e+00,1.313633525450300077e+01,1.644134521484375000e-03
4.000000000000000000e+00,9.706828925371999262e+00,1.657247543334960938e-03
5.000000000000000000e+00,7.695499705890599174e+00,1.663684844970703125e-03
6.000000000000000000e+00,6.373983922881484965e+00,1.641035079956054688e-03
7.000000000000000000e+00,5.439550283877670367e+00,1.644372940063476562e-03
8.000000000000000000e+00,4.743931366135392125e+00,1.643180847167968750e-03
9.000000000000000000e+00,4.205983141774378709e+00,1.636266708374023438e-03
1.000000000000000000e+01,3.777572204930226274e+00,1.635074615478515625e-03
2.000000000000000000e+01,1.871182483706927968e+00,1.642227172851562500e-03
3.000000000000000000e+01,1.243536707186584822e+00,1.635313034057617188e-03
4.000000000000000000e+01,9.311822434144291227e-01,1.641511917114257812e-03
5.000000000000000000e+01,7.442398147473630043e-01,1.647233963012695312e-03
6.000000000000000000e+01,6.198075496572230669e-01,1.629114151000976562e-03
7.000000000000000000e+01,5.310233969553014299e-01,1.640081405639648438e-03
8.000000000000000000e+01,4.644878126895896631e-01,1.645565032958984375e-03
9.000000000000000000e+01,4.127690473667513515e-01,1.626491546630859375e-03
1.000000000000000000e+02,3.714136514436192638e-01,1.640558242797851562e-03
1.100000000000000000e+02,3.375903890527668372e-01,1.638650894165039062e-03
1.200000000000000000e+02,3.094132550243735014e-01,1.627206802368164062e-03
1.300000000000000000e+02,2.855773973594660231e-01,1.632452011108398438e-03
1.400000000000000000e+02,2.651512827174191678e-01,1.635551452636718750e-03
1.500000000000000000e+02,2.474521001522425601e-01,1.626729965209960938e-03
1.600000000000000000e+02,2.319679435324749628e-01,1.635074615478515625e-03
1.700000000000000000e+02,2.183074894893404783e-01,1.635313034057617188e-03
1.800000000000000000e+02,2.061664669871959288e-01,1.635074615478515625e-03
1.900000000000000000e+02,1.953047259852680462e-01,1.639366149902343750e-03
2.000000000000000000e+02,1.855301920064357235e-01,1.642465591430664062e-03
