1.000000000000000000e+00,1.016224484971942366e+04
2.000000000000000000e+00,3.837204604879601902e+03
3.000000000000000000e+00,2.327607462466821744e+03
4.000000000000000000e+00,1.665189675290121386e+03
5.000000000000000000e+00,1.294968663748260724e+03
6.000000000000000000e+00,1.058981282885455812e+03
7.000000000000000000e+00,8.955620223876132968e+02
8.000000000000000000e+00,7.757500744673257032e+02
9.000000000000000000e+00,6.841680059841036154e+02
1.000000000000000000e+01,6.119009220148900567e+02
2.000000000000000000e+01,2.974441305402724538e+02
3.000000000000000000e+01,1.964433995127417347e+02
4.000000000000000000e+01,1.466430259352007113e+02
5.000000000000000000e+01,1.169847839068388851e+02
6.000000000000000000e+01,9.730465058531160594e+01
7.000000000000000000e+01,8.329234156730998961e+01
8.000000000000000000e+01,7.280762470618269333e+01
9.000000000000000000e+01,6.466734782187445774e+01
1.000000000000000000e+02,5.816425127442150256e+01
1.100000000000000000e+02,5.284956271747843459e+01
1.200000000000000000e+02,4.842479553018037564e+01
1.300000000000000000e+02,4.468369929823131059e+01
1.400000000000000000e+02,4.147918732397135244e+01
1.500000000000000000e+02,3.870354211840456315e+01
1.600000000000000000e+02,3.627606964213263296e+01
1.700000000000000000e+02,3.413512514332656167e+01
1.800000000000000000e+02,3.223280527664917372e+01
1.900000000000000000e+02,3.053132131302438879e+01
2.000000000000000000e+02,2.900046342078488237e+01
