1.000000000000000000e+00,1.781235308324684752e+02,3.792085647583007812e-01
2.000000000000000000e+00,5.450540022008554786e+01,3.776819705963134766e-01
3.000000000000000000e+00,6.816458110209876509e+01,4.548342227935791016e-01
4.000000000000000000e+00,3.099219209885313120e+01,4.509282112121582031e-01
5.000000000000000000e+00,4.346457486834289341e+01,4.585559368133544922e-01
6.000000000000000000e+00,2.179211017007384399e+01,4.648683071136474609e-01
7.000000000000000000e+00,3.210416941236016442e+01,4.709768295288085938e-01
8.000000000000000000e+00,1.683393129706127667e+01,4.771821498870849609e-01
9.000000000000000000e+00,2.550344690234788914e+01,4.841625690460205078e-01
1.000000000000000000e+01,1.372196234591183384e+01,4.867777824401855469e-01
2.000000000000000000e+01,7.135453360387058908e+00,5.571660995483398438e-01
3.000000000000000000e+01,4.816705327543546744e+00,6.634984016418457031e-01
4.000000000000000000e+01,3.631350474222654334e+00,7.725715637207031250e-01
5.000000000000000000e+01,2.911445457335391396e+00,9.232032299041748047e-01
6.000000000000000000e+01,2.427775121864607755e+00,1.103326320648193359e+00
7.000000000000000000e+01,2.080450486798659071e+00,1.316349506378173828e+00
8.000000000000000000e+01,1.818925680427261771e+00,1.579205036163330078e+00
9.000000000000000000e+01,1.614959130085954264e+00,1.845679521560668945e+00
1.000000000000000000e+02,1.451477825598583182e+00,2.252535581588745117e+00
1.100000000000000000e+02,1.317593421016876487e+00,2.751942634582519531e+00
1.200000000000000000e+02,1.205849589538306565e+00,3.149790048599243164e+00
1.300000000000000000e+02,1.111601732179524626e+00,5.851476669311523438e+00
1.400000000000000000e+02,1.030740765302513351e+00,7.269730091094970703e+00
1.500000000000000000e+02,9.610188264259377222e-01,7.590156793594360352e+00
1.600000000000000000e+02,9.002507841245539488e-01,1.092013597488403320e+01
1.700000000000000000e+02,8.465765084904481874e-01,1.250852990150451660e+01
1.800000000000000000e+02,7.989023434556599135e-01,1.370583724975585938e+01
1.900000000000000000e+02,7.563409857661372859e-01,1.544483160972595215e+01
2.000000000000000000e+02,7.181205184022969590e-01,1.809661889076232910e+01
