1.000000000000000000e+00,1.838090687401215746e+02,3.610193729400634766e-01
2.000000000000000000e+00,5.624588556474682832e+01,3.594937324523925781e-01
3.000000000000000000e+00,7.034042298142392724e+01,4.280054569244384766e-01
4.000000000000000000e+00,3.198222939173702173e+01,4.322040081024169922e-01
5.000000000000000000e+00,4.485207965198564750e+01,4.407734870910644531e-01
6.000000000000000000e+00,2.248851038777242906e+01,4.473621845245361328e-01
7.000000000000000000e+00,3.312912057365200980e+01,4.539656639099121094e-01
8.000000000000000000e+00,1.737208020677277531e+01,4.630968570709228516e-01
9.000000000000000000e+00,2.631776760447792540e+01,4.663858413696289062e-01
1.000000000000000000e+01,1.416078499329840312e+01,4.705355167388916016e-01
2.000000000000000000e+01,7.364048792863423287e+00,5.398888587951660156e-01
3.000000000000000000e+01,4.971288447989774539e+00,6.458408832550048828e-01
4.000000000000000000e+01,3.748083938113776270e+00,7.637002468109130859e-01
5.000000000000000000e+01,3.005147689371613140e+00,9.075472354888916016e-01
6.000000000000000000e+01,2.505991755734451765e+00,1.097773313522338867e+00
7.000000000000000000e+01,2.147527778978966850e+00,1.305896043777465820e+00
8.000000000000000000e+01,1.877610030697484778e+00,1.547982692718505859e+00
9.000000000000000000e+01,1.667037777241481722e+00,1.860297679901123047e+00
1.000000000000000000e+02,1.498174024522377579e+00,2.200908899307250977e+00
1.100000000000000000e+02,1.359748778284140647e+00,2.654605150222778320e+00
1.200000000000000000e+02,1.244206898377354209e+00,3.107401371002197266e+00
1.300000000000000000e+02,1.146306812146204557e+00,5.904140710830688477e+00
1.400000000000000000e+02,1.062294920489513350e+00,7.209015607833862305e+00
1.500000000000000000e+02,9.894169073951807336e-01,7.684059619903564453e+00
1.600000000000000000e+02,9.256134775732012265e-01,1.060325407981872559e+01
1.700000000000000000e+02,8.693639504575958465e-01,1.268401622772216797e+01
1.800000000000000000e+02,8.194350866845460102e-01,1.386893153190612793e+01
1.900000000000000000e+02,7.748182639933900440e-01,1.584592986106872559e+01
2.000000000000000000e+02,7.346975773455699521e-01,1.759162783622741699e+01
