1.000000000000000000e+00,8.088098393295131624e+06,7.799675464630126953e-01
2.000000000000000000e+00,1.630354449678075500e+06,7.642002105712890625e-01
3.000000000000000000e+00,1.505308220403686399e+06,9.029111862182617188e-01
4.000000000000000000e+00,1.044043375935930293e+06,9.237625598907470703e-01
5.000000000000000000e+00,7.489535574930565199e+05,9.193210601806640625e-01
6.000000000000000000e+00,7.570953452099532587e+05,9.323525428771972656e-01
7.000000000000000000e+00,5.278345954031572910e+05,9.431090354919433594e-01
8.000000000000000000e+00,5.776670725936584640e+05,9.606916904449462891e-01
9.000000000000000000e+00,4.151433362736975541e+05,9.762248992919921875e-01
1.000000000000000000e+01,4.604362238211167278e+05,9.872162342071533203e-01
2.000000000000000000e+01,2.047850856196001114e+05,1.128923654556274414e+00
3.000000000000000000e+01,1.400925939358946052e+05,1.354696989059448242e+00
4.000000000000000000e+01,1.045520314074887719e+05,1.626338005065917969e+00
5.000000000000000000e+01,8.308731636099684692e+04,1.908942699432373047e+00
6.000000000000000000e+01,7.130981247519739554e+04,2.260020017623901367e+00
7.000000000000000000e+01,6.051966486097779125e+04,2.713799476623535156e+00
8.000000000000000000e+01,5.311545331649182481e+04,3.334987640380859375e+00
9.000000000000000000e+01,4.718864129696651071e+04,3.891114950180053711e+00
1.000000000000000000e+02,4.267127541537393699e+04,4.718746662139892578e+00
1.100000000000000000e+02,3.830610629152046022e+04,5.674074888229370117e+00
1.200000000000000000e+02,3.498486630649983272e+04,6.628706455230712891e+00
1.300000000000000000e+02,3.291954397336611873e+04,1.193405413627624512e+01
1.400000000000000000e+02,3.063304645609467843e+04,1.393508267402648926e+01
1.500000000000000000e+02,2.874469450612484070e+04,1.544377350807189941e+01
1.600000000000000000e+02,2.594823314351184672e+04,2.175279188156127930e+01
1.700000000000000000e+02,2.507630607587185659e+04,2.558849883079528809e+01
1.800000000000000000e+02,2.364533002660238708e+04,2.785713171958923340e+01
1.900000000000000000e+02,2.246072557255934953e+04,3.163005423545837402e+01
2.000000000000000000e+02,2.134220820763550364e+04,3.657735753059387207e+01
