1.000000000000000000e+00,1.015578117223985282e+04,4.258379936218261719e-01
2.000000000000000000e+00,3.715857673636770414e+03,4.081852436065673828e-01
3.000000000000000000e+00,3.293809750025606718e+03,4.961783885955810547e-01
4.000000000000000000e+00,2.180079666862444356e+03,5.042951107025146484e-01
5.000000000000000000e+00,2.062747465851686684e+03,5.141968727111816406e-01
6.000000000000000000e+00,1.533853627040993160e+03,5.188939571380615234e-01
7.000000000000000000e+00,1.441762559761185912e+03,5.433061122894287109e-01
8.000000000000000000e+00,1.294504234230153543e+03,5.435721874237060547e-01
9.000000000000000000e+00,1.073994346441805646e+03,5.515363216400146484e-01
1.000000000000000000e+01,1.083198603359890285e+03,5.624012947082519531e-01
2.000000000000000000e+01,5.627479657404678619e+02,6.854231357574462891e-01
3.000000000000000000e+01,3.604620860834287441e+02,8.572454452514648438e-01
4.000000000000000000e+01,2.778751394920604412e+02,1.071577072143554688e+00
5.000000000000000000e+01,2.202916238984982442e+02,1.339715003967285156e+00
6.000000000000000000e+01,1.874274473727346049e+02,1.698024034500122070e+00
7.000000000000000000e+01,1.567115962653041379e+02,2.061742067337036133e+00
8.000000000000000000e+01,1.361971690017477670e+02,2.537886857986450195e+00
9.000000000000000000e+01,1.222202940560189290e+02,3.049108982086181641e+00
1.000000000000000000e+02,1.134271503527264713e+02,3.748142242431640625e+00
1.100000000000000000e+02,1.016268640848489611e+02,4.492340564727783203e+00
1.200000000000000000e+02,9.295580752253320611e+01,5.428498983383178711e+00
1.300000000000000000e+02,8.770437271083959274e+01,1.021975016593933105e+01
1.400000000000000000e+02,7.659614018510079347e+01,1.188652110099792480e+01
1.500000000000000000e+02,7.305734167792675748e+01,1.326279664039611816e+01
1.600000000000000000e+02,7.263894920810221834e+01,1.885147809982299805e+01
1.700000000000000000e+02,6.871531806233662110e+01,2.368507218360900879e+01
1.800000000000000000e+02,5.987244710465853359e+01,2.514658474922180176e+01
1.900000000000000000e+02,6.006432903510464172e+01,2.853490972518920898e+01
2.000000000000000000e+02,5.582379782243580735e+01,3.275241565704345703e+01
