1.000000000000000000e+00,8.138931650638562132e+03,4.581325054168701172e-01
2.000000000000000000e+00,2.679574408887840491e+03,4.191939830780029297e-01
3.000000000000000000e+00,1.557049736355486857e+03,4.207324981689453125e-01
4.000000000000000000e+00,1.091038302789946556e+03,4.206051826477050781e-01
5.000000000000000000e+00,8.381813871787218204e+02,4.214069843292236328e-01
6.000000000000000000e+00,6.799626423574874252e+02,4.202759265899658203e-01
7.000000000000000000e+00,5.717821053394168302e+02,4.208393096923828125e-01
8.000000000000000000e+00,4.932015847934239332e+02,4.200313091278076172e-01
9.000000000000000000e+00,4.335596480139726054e+02,4.211440086364746094e-01
1.000000000000000000e+01,3.867580964668595129e+02,4.207255840301513672e-01
2.000000000000000000e+01,1.858446214110387018e+02,4.211499691009521484e-01
3.000000000000000000e+01,1.222738578652749766e+02,4.202032089233398438e-01
4.000000000000000000e+01,9.110406423462077896e+01,4.208672046661376953e-01
5.000000000000000000e+01,7.259642328851914783e+01,4.207468032836914062e-01
6.000000000000000000e+01,6.033829608998103566e+01,4.208588600158691406e-01
7.000000000000000000e+01,5.162162378425882991e+01,4.207918643951416016e-01
8.000000000000000000e+01,4.510544494909989766e+01,4.207019805908203125e-01
9.000000000000000000e+01,4.004991005003120108e+01,4.201903343200683594e-01
1.000000000000000000e+02,3.601340674466362657e+01,4.206240177154541016e-01
1.100000000000000000e+02,3.271604413238593878e+01,4.205126762390136719e-01
1.200000000000000000e+02,2.997183356181921710e+01,4.204819202423095703e-01
1.300000000000000000e+02,2.765235671172980148e+01,4.243843555450439453e-01
1.400000000000000000e+02,2.566609060973008738e+01,4.182159900665283203e-01
1.500000000000000000e+02,2.394604539313057856e+01,4.207327365875244141e-01
1.600000000000000000e+02,2.244206039947438924e+01,4.206640720367431641e-01
1.700000000000000000e+02,2.111583171399824010e+01,4.193885326385498047e-01
1.800000000000000000e+02,1.993760436259150381e+01,4.190344810485839844e-01
1.900000000000000000e+02,1.888391335312903507e+01,4.196808338165283203e-01
2.000000000000000000e+02,1.793600504354701286e+01,4.189929962158203125e-01
